Listing_ID,Sale_Price,Date_Sold,Days_on_Market
L00087,1508970.9995702328,2023-08-18,62.007631647574634
L00169,801199.9750930854,2024-02-09,49.01303124247945
L00995,475304.9922977069,2023-06-27,33.00680141008826
L00052,1651119.9900330596,2023-05-07,96.9978232689617
L00439,913360.9930901297,2024-03-10,40.9985821862199
L00550,1124096.990312175,2023-04-19,36.99122809842529
L00491,1994537.0000127398,2023-11-14,29.008083687049922
L00426,369764.99914712633,2023-03-29,8.998941663915694
L00136,292513.98495399806,2024-01-12,7.990705969560913
L01192,105933.99978966634,2023-05-21,83.98684187561145
L00055,967809.9995538098,2024-05-13,16.001585342724198
L00079,1727530.992804195,2023-07-11,11.97503799004032
L00431,1349175.997467837,2023-06-07,81.0012006560234
L00185,1015961.9973233844,2024-06-18,88.9932375000182
L00057,665657.0041322875,2024-04-06,119.00036194027382
L00943,411120.0077924083,2023-06-22,110.99903251755394
L00851,728655.9937037192,2023-12-09,31.995112620184646
L01164,521267.0089987893,2023-09-18,80.98708221443702
L00219,357683.99644865113,2023-04-20,85.99930719861743
L00845,1740334.9849037032,2023-02-02,20.014244327962906
L00114,893787.0011076126,2023-05-18,95.00895967877358
L00549,1116438.0113482536,2024-01-11,19.9870042655304
L01019,754704.0165981995,2023-10-21,16.017665610808564
L01073,694464.0090199732,2024-06-02,114.00633974536423
L00175,729635.007321437,2024-06-16,82.01662018472994
L01023,1209692.0035103385,2024-02-18,21.01018180446666
L00616,1874609.9941793638,2023-12-03,53.004019230131284
L00514,1001294.9926783917,2023-11-06,89.01484190027816
L00462,1072557.0045837602,2024-07-01,102.01247523611232
L00287,1769308.0003951818,2024-04-12,119.97013661417388
L00382,1664176.9954046083,2023-07-08,87.01628520161002
L01008,1327693.0007717807,2023-10-07,76.98681928606176
L00671,472318.00864948134,2024-08-15,107.00110319115159
L00535,242735.00343382303,2023-02-20,28.001598357066666
L00910,992410.0131652136,2023-06-23,118.99722589524146
L00293,1524750.0105203777,2023-10-07,18.992362176710362
L00124,747250.0138771082,2023-10-25,93.99042195130315
L00583,123388.98847906828,2024-01-20,28.004918050029673
L00141,859961.9998867615,2023-06-25,36.987203829778416
L00736,1485314.9904377125,2023-07-13,41.99789146226037
L00082,862578.9831548682,2023-10-15,63.9892457428834
L00882,1416321.0025155155,2023-05-22,88.9882116792967
L00740,688127.9845807147,2023-09-13,14.011725784552718
L01102,1597152.0193162488,2024-06-13,86.01029088921074
L00909,1182776.9935693315,2023-09-13,63.021196190624096
L01167,166381.00332917136,2024-05-17,40.00898444080002
L00937,1002849.0085682558,2024-01-03,102.99868032326626
L00372,476315.00350540713,2023-11-11,58.99860363383792
L00890,1574193.0049261816,2023-12-05,92.99443960528254
L00157,707140.9843986265,2023-08-27,120.01818257702628
L00992,1891852.009440929,2023-07-03,90.00349813257941
L00622,1298622.0060897479,2024-04-26,102.99557324046943
L01038,2077611.0092191151,2024-01-20,103.00299306468607
L00245,947140.0054615566,2024-01-22,46.01702086208318
L00159,989284.0176631683,2023-11-12,37.01355232128718
L00746,1962462.994646256,2023-04-06,25.011921371821405
L00193,605539.9984458754,2023-08-09,103.99718656464974
L00534,846425.9957418393,2023-03-05,13.997984509094639
L00904,1908657.9747782326,2023-11-04,40.00523095679824
L01004,897671.9974575768,2024-08-06,103.99449141942945
L01070,1228329.9990899258,2024-02-01,11.997994662505548
L00414,827068.9959311811,2023-10-13,52.99833436382955
L01187,1453092.0013281046,2023-10-13,54.00140157652906
L00328,171683.99377733222,2023-07-13,46.98786665963729
L00129,1655761.992053897,2023-08-23,12.005956479864732
L00695,1022484.9895315999,2023-06-03,38.01574922064447
L00631,1062615.012533546,2023-08-19,108.9955855244199
L00275,522790.9872549716,2023-12-13,37.99075871647096
L01148,710770.9974988047,2023-07-20,26.993414214885984
L00309,582252.0011581851,2023-04-13,61.001991947697576
L00234,348062.9874503435,2023-10-10,13.000475143085549
L01048,1678874.0002041783,2024-03-13,67.01149905193755
L00623,901472.9976782164,2024-03-01,29.991852544280185
L00644,149222.0066739719,2023-07-04,83.00779129515817
L00479,1429667.0086835285,2023-03-05,54.99610986405048
L00472,1743987.9986993568,2024-06-05,26.997167583092597
L00926,1781751.9884623801,2023-09-25,86.99466815907107
L01098,1916960.9969527645,2023-11-15,67.00450381761091
L00627,544434.9888927523,2023-05-20,17.991360309478104
L00395,1320411.9924039245,2023-12-29,23.01060523015729
L00637,1909230.0124703068,2023-05-01,74.00591829062034
L00768,1320512.013581528,2024-05-16,102.98867696039538
L00533,753147.9926840151,2023-10-21,59.99626847838804
L00718,444741.0053214677,2024-04-25,31.994060031076824
L00667,875307.0138773986,2024-01-19,82.99242074865185
L00598,1887558.0137118048,2023-10-02,87.00027484906815
L00482,310349.002589174,2023-10-14,18.00734893065133
L01103,934718.9915623806,2024-01-08,61.00316981789892
L00315,576701.00425023,2024-02-28,95.99087937477088
L00729,2038929.9937902002,2024-04-19,37.990990131218716
L00210,489310.00977731874,2023-03-27,17.994797877030823
L00934,1641400.9839093096,2024-02-01,8.993665049823719
L00434,1229895.00052409,2023-09-05,13.997657510078742
L00329,674494.9872983353,2024-02-28,13.983191163430964
L00261,807364.9949144395,2023-05-15,78.00217215277206
L01117,421380.0073124108,2023-07-09,97.99730002714655
L00307,1842946.0057097015,2023-03-25,37.00041465453534
L01067,1443635.991653995,2024-07-02,104.01517905345594
L00928,1278517.9678447852,2024-03-09,61.99885565483282
L01025,1143381.9792298411,2023-01-30,7.000167693166347
L00271,970384.0057111927,2024-01-23,118.9886241970959
L00291,1334799.008417517,2023-08-15,68.00592230438525
L00813,1829814.0035895351,2024-04-09,23.996816842058696
L00097,1436355.9951128403,2024-06-29,88.00240753651816
L00888,531678.0093508967,2023-07-01,86.00094122193074
L00819,157641.99661234167,2023-03-21,4.994468584895115
L00032,291630.00969348714,2024-03-02,8.999167134042418
L00763,1531834.0206595033,2023-10-31,89.98359187861062
L00954,900777.0029966644,2023-07-17,54.007511892998586
L00320,902438.0002103355,2023-03-03,38.980992364874936
L00299,1608630.0004647216,2023-02-16,23.99508674348324
L00200,1935452.9928435062,2024-03-16,93.98914587316466
L00561,1035134.991762271,2024-03-20,47.01409239213295
L00179,1017871.0087830717,2023-12-28,120.01146806439998
L01132,1575397.0069240942,2024-01-04,54.98689743795093
L00089,938070.0047703596,2024-05-19,78.01596449517027
L00788,1022642.9855638848,2023-09-09,5.007518999518453
L00725,1825940.9918007175,2024-02-06,70.00808482976443
L00827,1794845.0079633868,2023-09-03,95.00483783299597
L00209,1636373.0082100052,2023-05-30,103.00146100468385
L01040,1274511.012045942,2023-06-26,67.00454489902361
L00297,1500944.0185074792,2024-05-29,65.99476848469767
L00998,889841.9916688916,2024-02-21,60.006085685358215
L00498,1368622.0030377568,2024-04-02,56.011193180462584
L00835,298170.0083674674,2023-08-15,113.01400917165333
L00430,1250032.9841521087,2023-05-10,98.00275629212065
L00507,988527.9948098756,2024-05-17,104.00828607596911
L00831,189686.9924582066,2024-08-06,107.97947956827515
L00694,901277.0061900718,2023-11-30,104.98354555783423
L00011,1494574.001187956,2024-02-13,13.003980487222352
L00848,1048188.0006216251,2023-10-23,74.00867335375682
L00463,524758.000009243,2024-06-09,33.011823340401726
L00199,1096483.0079334856,2023-08-29,4.998016275073178
L00060,247839.99672753195,2023-06-13,54.00353600526303
L00907,1705557.9965241228,2024-07-12,92.99620995365332
L00997,1110622.9905104523,2023-10-12,108.9841317397536
L00276,1657767.9915681689,2023-12-08,103.98335780580419
L00809,1653101.0090218976,2023-04-30,66.0047505192427
L00908,612103.9942478162,2023-01-23,19.988407368973036
L00658,1339818.009529852,2023-09-16,77.0040449547148
L00957,1745369.9869157968,2023-11-12,73.00411538206161
L00886,1064984.993953347,2024-05-19,49.993062861093655
L00221,1052529.008678584,2024-01-26,46.9905021519261
L00789,1775312.0216827733,2023-04-08,92.0062793733615
L00712,790458.0001248943,2023-07-22,42.99540771612161
L00714,678778.0037623986,2024-01-01,55.995905339635804
L01113,745538.9948025369,2024-01-15,12.019773281449128
L01191,1951892.9838166633,2023-04-27,84.99664601898527
L00790,1792898.0116422966,2024-06-16,86.99256463643357
L00416,491583.99428742164,2023-07-05,15.999712071505781
L00899,595973.0085275287,2023-09-06,50.99654661484579
L00935,1943763.9896564293,2023-11-16,72.99702288665603
L00266,241154.00037076263,2024-07-09,114.00082848443012
L00632,1754562.9947189325,2024-02-11,47.98475730044569
L00248,1237706.975358333,2023-11-12,14.996358185509898
L00683,472388.00372870377,2023-07-14,112.00604205507126
L00559,973105.0042974561,2024-03-15,62.98933464434023
L01137,1105992.9880000127,2024-04-24,102.01022678424582
L00968,1953955.0015447626,2023-05-24,102.99668450472508
L01005,1650801.0095479276,2023-04-15,41.977353081612456
L00985,730135.9834422724,2023-12-27,87.00948745988363
L00295,496497.017132012,2023-04-11,29.996228543925547
L00520,1700491.9984803111,2024-05-24,26.99358376644571
L00771,1446559.0217805158,2024-06-23,75.01292358454849
L00084,1212612.0009489958,2023-12-28,9.98627171183967
L00232,330326.99973896897,2023-05-02,53.99774418170582
L00621,278003.9941053772,2023-04-04,89.00483017474342
L00334,1505769.000587246,2023-07-05,29.02302791499354
L00130,1420030.015144693,2024-03-15,43.00837284365296
L01012,803664.0006475716,2024-03-29,93.99717402611195
L00645,283137.9970187712,2023-04-27,54.00731028660235
L00974,1276780.986359376,2023-05-13,118.9890209947786
L00383,1167851.9966027872,2023-02-11,18.00385337138292
L00868,1120560.0119834382,2023-09-26,85.00144467399771
L00543,1545888.0095528362,2023-12-30,93.00374480004533
L01194,940776.9951650504,2023-11-26,49.99153277485482
L00875,388480.9913058888,2023-11-20,67.00266410594288
L00332,1591987.0108807648,2023-02-25,15.008908438284156
L00410,1397144.0083153697,2024-08-05,117.99454299900489
L00077,533146.9933113462,2023-09-22,84.9927033998263
L00869,1275057.0093583218,2023-05-31,60.99519132581354
L00139,1480714.9907932705,2023-09-13,99.01026277737897
L00544,1362664.0007868302,2023-11-26,28.9928284514033
L00674,1739068.016252973,2023-05-24,22.02202447067497
L00921,1592407.986773257,2024-05-08,8.982713614564265
L00064,650221.0149642628,2024-04-29,29.00838584307216
L00142,351539.01273173204,2023-06-19,7.980005713964903
L00717,1541842.002205433,2023-10-31,97.0080837511392
L00377,1925032.0093425154,2024-03-28,80.00736115104449
L00364,1427349.007557788,2023-10-10,34.98642065823538
L00140,1043592.9908219123,2023-09-01,66.99170560531772
L00885,913009.9893370213,2023-11-15,53.98876479004502
L01042,690784.99076901,2023-10-06,13.004754878115957
L00225,1587524.9992961662,2024-01-20,106.00820754685951
L00515,755635.0114836037,2024-01-18,73.99330867189029
L00267,135290.00674870226,2024-07-12,87.00047937355275
L01170,1842848.0076949294,2024-02-14,43.99729133003313
L00487,217076.99781743973,2024-03-03,67.99490875012542
L00353,376622.0016878892,2024-02-06,73.01818404902582
L01006,502062.9965716857,2024-07-19,110.99609711027718
L00618,1864819.9916624976,2024-02-05,108.00171743124545
L00668,784914.0099635444,2024-07-15,61.98675531038615
L00775,1848662.0004705817,2023-07-11,7.018724691765099
L00554,434373.9987474987,2023-10-26,9.006343343107197
L00576,313505.01646541595,2023-02-26,47.99835805588324
L00915,1938228.9891786377,2024-01-30,11.99946044968792
L00466,733037.997187607,2023-08-21,48.004844986008905
L00591,1014982.9939060521,2024-05-25,104.99614516376182
L00765,1541584.9960591167,2023-09-09,96.99204611968014
L00635,1100358.0024020467,2023-08-07,9.990778558707026
L00838,585877.0085196452,2024-06-30,56.007021736605594
L00290,866155.9940055212,2024-05-30,19.994396281917066
L00040,669466.9891103628,2023-05-22,32.000936990776665
L00031,1917126.001497459,2023-08-19,107.99385693953427
L00243,957646.0188867078,2024-06-26,87.99796574264022
L00429,1155367.991782216,2023-12-27,89.98305079699702
L00137,1550766.9950244941,2024-02-06,71.01415741099733
L01101,233148.9968867115,2024-06-21,63.007574007135275
L00865,1329192.0025301476,2024-05-19,91.02491515757562
L00004,1215040.9770445267,2024-04-27,115.98780218186107
L00833,249784.01796899718,2024-01-21,115.98889683499014
L00603,270835.9931499563,2023-04-24,72.99953473773407
L01034,1209998.9866829396,2024-02-11,23.999472766376403
L00655,155388.013090057,2023-05-09,99.00371675831575
L00844,1836518.000483036,2023-07-04,78.97974985915202
L00784,1907588.9927361486,2023-10-09,34.000430382334706
L01074,209303.9990100458,2023-12-16,13.989221374344746
L00443,1856471.998904511,2024-02-01,9.014510641987794
L01178,790850.0218702145,2024-05-19,98.99104122477455
L00436,1723412.9870519433,2024-02-09,23.004653748987753
L01169,1572149.9998036178,2024-01-18,66.99807418952433
L00101,1761920.9930923362,2024-02-06,88.00358368230492
L00773,2001260.0030302575,2023-12-03,7.0035369692778735
L00495,921049.987636153,2024-04-14,64.98280291295151
L01028,199120.99652201514,2023-07-17,84.00431682005593
L00807,1177521.013702024,2023-10-09,9.99857058740644
L01142,1895270.9905493006,2023-05-16,35.98783824243699
L00846,284146.988604073,2023-05-02,93.99727429581802
L00987,1855241.011887642,2024-01-04,87.98689048250307
L00228,198352.98311605392,2023-05-26,21.006584079453823
L01193,956808.0024231666,2023-11-23,6.00401319645717
L00672,1935068.0091664428,2023-05-01,26.996563057151178
L00859,350833.9923458586,2024-03-04,85.01400539675345
L00925,1417704.0022319376,2024-05-25,11.006247932144895
L00067,286680.99805859575,2024-06-28,119.99321989579484
L00068,760944.9934332471,2024-01-06,43.97771412530243
L00817,1294903.0014850015,2024-03-31,110.00152652797293
L00212,1835396.0023886736,2023-12-12,106.0081339796734
L00013,441902.0129481719,2023-07-18,17.0087126880152
L00494,1263220.9986045312,2023-12-20,62.9976571863994
L01165,391775.00056047906,2024-01-12,83.00523361254376
L00300,980114.0036630261,2024-02-16,26.01051270013693
L00411,1197823.9897683335,2024-08-01,110.99503454528589
L00757,720307.0080126456,2024-03-28,79.98814732060916
L01075,1555314.9784327592,2023-12-19,12.9980058036917
L00696,431413.0131628525,2023-06-02,109.00928183734678
L01151,268591.9964533934,2024-07-12,109.01182479822958
L00724,163845.9941967902,2023-02-13,18.0094292736277
L01016,1308392.000959898,2023-10-24,19.003165450487142
L00528,1819438.0005844221,2023-05-03,67.99727206993565
L00600,647112.0132860994,2023-04-12,81.00769603092475
L01120,1391266.0082187932,2023-04-24,107.00087106323056
L00567,1540035.9747613806,2023-07-30,83.00882630598201
L00731,1268178.9868992562,2023-02-06,32.98513395178787
L00274,813580.9955901369,2023-05-14,13.010645727474762
L00967,1406817.992628926,2023-11-19,107.00103373004914
L00238,1536398.995137046,2023-10-09,29.98596449257351
L00406,1473445.0063065412,2023-03-27,58.99800052899849
L00003,162063.00503937408,2023-06-09,47.98627695538094
L00007,1625945.0195495172,2023-06-10,108.00775411313865
L00312,1088431.0047328358,2024-07-28,111.00449576858078
L01091,507682.01050952886,2024-06-12,98.99692691374226
L00452,994884.0040729982,2023-08-20,90.9961339684446
L00722,2020135.9944652193,2023-12-23,56.00141764841826
L00216,1832850.0197690357,2023-04-12,45.99941320700013
L01086,1020340.0037036812,2023-11-10,19.993330904681848
L00028,1101006.9971185995,2023-12-18,91.99084122278367
L01158,107159.99282319393,2024-07-09,78.0023142725521
L00362,1405536.0028613666,2024-02-12,73.99607761502806
L00823,1606552.9988826353,2023-05-24,22.00539214283444
L00781,1408259.9934726332,2023-04-14,46.00436453448365
L00629,1588997.9898271551,2023-12-13,112.00398492234567
L00454,1489897.9889866877,2024-05-23,106.00450666592519
L00739,1173028.9846113946,2024-04-09,31.99883881551954
L00536,1814456.9934501536,2024-03-09,102.00599462022001
L01050,1683368.987869783,2023-02-20,9.998654073547456
L00399,1568576.9991117655,2023-08-31,80.01676493510072
L00257,805796.0033900936,2023-08-05,27.005516224097946
L00292,1836808.000178774,2024-01-26,47.009816035830745
L00026,1492923.0018141174,2024-02-02,12.996198252871228
L00337,1484234.9920497118,2023-07-26,19.98972014513031
L00585,299336.01575246337,2023-04-03,40.00386360498336
L00048,439376.99186118995,2023-09-29,23.000405087821008
L00319,241206.00618132748,2024-01-15,101.00570250814323
L00107,243852.9896139947,2023-09-24,58.010188236671894
L00799,1301199.013417607,2024-01-28,26.01148358757985
L00056,1337691.0102689294,2023-11-05,94.00952305805819
L00523,607694.0008933304,2024-02-23,51.99541201991614
L00214,1671649.006090939,2023-03-24,74.98399371306573
L00121,1107439.9951540383,2023-11-11,25.986170285361304
L00918,1816933.0074701982,2023-10-30,60.99779009640147
L01068,1498122.9933344116,2023-07-12,36.00498054198118
L01118,780217.0076643755,2024-03-28,78.9888761256086
L00073,844212.9822646502,2024-05-23,9.998239204912919
L00948,1123985.996189717,2023-08-12,21.994072707746533
L00747,1294203.0145586776,2023-04-01,16.993883940099092
L00716,1854520.996729818,2024-01-05,106.01598345913139
L00558,1184337.995231201,2024-05-17,112.99429180838999
L01082,1125263.026152136,2024-05-15,85.00248294714964
L01046,675848.0153622185,2024-06-22,83.00382989317713
L00553,954150.9889570384,2023-09-23,53.0028545345755
L00562,1914624.99574335,2023-07-08,104.00498760455378
L00425,1429802.9941504633,2023-08-02,25.0132116248691
L01014,1562915.9964658914,2023-01-18,6.990648265203623
L00326,1700277.994953398,2024-07-24,116.98412005285957
L00924,1382575.0203904526,2024-02-17,67.00417270992722
L00317,1560165.0095994405,2023-06-14,15.000891290464159
L00804,471106.9903861397,2024-04-26,4.992662430560846
L01163,351725.01045968675,2024-05-10,4.987368955299241
L00529,592784.0044834598,2024-02-14,27.007464043762855
L00837,1314644.0003585257,2023-03-16,16.00302140697041
L00715,1062655.9979015572,2024-07-16,95.00531300876929
L00901,1334501.9815071323,2023-06-28,88.01083329921485
L00061,870243.9956395718,2024-06-14,79.99307948370942
L00723,429488.0163694496,2024-05-16,118.00876721505148
L00093,309201.9919866349,2024-01-21,41.01316465059155
L00858,459195.0019594796,2023-06-21,57.99975533276281
L00619,486192.0003900978,2024-05-19,92.99979459778737
L00352,979987.0100040472,2024-01-13,107.99053547546683
L00933,1566644.005813866,2024-08-23,106.0114950838046
L00281,254641.99956497602,2024-02-22,102.98445784143122
L00421,898714.0049634863,2023-10-21,65.01602705938785
L01115,1639560.9977061045,2024-02-11,92.98941713476844
L00360,1283857.0133092927,2023-04-19,21.00314363527069
L00423,233100.99479192265,2023-09-27,31.00298631441746
L00679,2042998.011695354,2023-07-22,23.00072309228435
L00527,1411709.9956515213,2024-01-10,86.0012737091839
L00478,908484.0059408528,2023-12-22,39.007294852787915
L01095,1425926.990670423,2024-01-12,71.00325868755975
L00183,1938677.9844393977,2024-05-20,61.998187724618845
L01092,2035301.0109858415,2024-07-03,56.99168840458399
L00433,1989365.9982337332,2023-09-21,34.99327477913365
L00111,1177535.0032652637,2023-06-16,27.006368941023407
L00371,636629.9870362366,2024-05-14,83.00584038677887
L00240,352305.0000742294,2024-02-17,92.99572296788392
L00709,178158.002544744,2023-05-31,8.997648450103044
L00630,1185283.0085738543,2024-02-12,81.01323711134694
L00594,1155837.0093552782,2023-05-05,28.002631480906068
L00486,300246.9971642528,2023-10-18,96.0034716712524
L00701,370705.0086836877,2023-10-12,67.9981060388347
L00262,1164412.99663528,2023-04-17,83.01582799454881
L00480,125665.00849212489,2023-10-15,15.999305370497828
L00650,2004323.005851466,2023-04-27,84.98817932278885
L00340,1368822.994840748,2024-04-02,109.99066927332215
L00669,1390125.9961582546,2023-07-14,105.0136191280278
L00552,367366.021622517,2024-04-05,42.99745245868528
L00459,1028355.0043533526,2023-04-07,49.00322479830244
L00184,858884.9878432737,2023-12-07,58.00723780844387
L00138,1715067.9977349103,2023-02-22,5.007221126202179
L01161,510566.0047252805,2023-08-06,75.99229124554645
L00707,312595.0123683383,2024-03-13,35.00567510645139
L00582,1080319.9843783556,2023-04-07,29.02522703272331
L00081,490997.02140954294,2023-02-09,19.9972437354593
L00769,870083.0005560644,2023-08-12,71.98277230278221
L00870,1789893.9983050071,2024-04-01,17.0029613014609
L00762,1335954.9947069858,2024-02-27,83.98895626680606
L00030,1292228.0006863,2023-10-29,51.001364628904255
L00542,865465.0030956782,2023-08-04,115.00051427038672
L00166,1207647.993637649,2024-07-25,101.99968583019928
L00249,1447698.9995096324,2023-10-12,74.01210704657326
L00308,152639.0013078185,2023-04-07,69.00711757402702
L00448,1025667.0008575266,2023-06-08,33.00431232175107
L00347,1875273.9906993778,2024-02-10,63.994044899585376
L00335,471649.0087272399,2023-10-10,103.01191715839215
L00286,823868.0045649036,2024-07-08,84.99696909728837
L00950,1553204.0108026809,2023-10-11,89.00741774091529
L00098,551772.9915923828,2024-03-18,31.02215119739218
L00468,748111.9880232165,2023-03-05,39.99720831834615
L01037,1516548.0095698177,2023-10-12,11.000979235730629
L00913,494668.0054054046,2023-11-12,28.99073975139292
L00756,1207680.9997183557,2023-04-15,19.00959458045459
L00945,1412443.006883507,2023-12-25,105.99563342106592
L00614,570725.0113165099,2023-01-26,23.992610315683898
L00802,1617616.0027095543,2023-04-26,92.01578781755325
L00758,984324.995010611,2023-10-16,112.99779277930782
L00689,1003140.0070828313,2023-08-04,64.99176388556816
L00066,1519979.9962178185,2023-11-23,68.00077122162963
L00794,354411.00159540115,2024-02-13,26.993909410347257
L00744,1867192.9963268777,2023-09-24,24.999804282446107
L00568,1644589.9956668762,2023-12-07,90.00626624994742
L01084,435643.0082479326,2024-04-14,10.005519140561402
L01099,485173.9865770045,2023-01-28,11.00854388870732
L00303,1155357.999682221,2023-10-29,87.00137397941792
L00255,239065.02052803698,2024-03-06,51.00412097567885
L00959,1666413.9962695611,2023-07-14,40.99775517229928
L01024,740509.9890308003,2023-12-26,31.001659490619826
L00313,534322.9958414036,2023-12-07,60.005046575883185
L00530,1072819.999817547,2023-08-26,36.99153219810887
L00222,1302771.9992536253,2024-05-15,46.997790294811686
L00389,1412703.0090771448,2023-08-07,82.98534600213056
L00236,1166066.0170593783,2024-08-15,108.00163401670846
L00810,1149860.0088980559,2023-11-29,117.97443320624751
L00483,1410984.0141362555,2023-08-20,102.0177873188932
L00713,1925424.0056571432,2023-05-12,63.0066927280412
L00306,283037.0029007991,2023-05-30,9.995170527856027
L01111,904215.0147897532,2023-07-03,18.004349234912702
L01090,1454524.0069694826,2023-09-19,99.00402433792213
L00772,429044.9939896029,2024-02-15,10.997711100387377
L00917,456605.9919304852,2024-07-20,72.99543539476312
L01139,128546.99997822425,2024-01-16,27.01034605589567
L00250,697536.9954689441,2023-07-25,24.985118522344663
L00760,558117.9981591903,2024-02-11,104.9974584269737
L00595,1451672.012688725,2024-02-14,8.014802934547513
L00072,1984691.9939855395,2023-06-24,67.00617373637952
L00095,1023917.0199702235,2024-06-07,69.99233652915484
L00546,1523272.9967831452,2023-06-29,19.013724701104685
L00034,1168740.0091494343,2024-05-22,13.996803710946901
L00862,834673.0083900437,2024-04-07,118.98148021564454
L00579,647296.9958236036,2023-08-14,34.98338148200264
L00449,990676.0072325856,2024-01-09,97.00717085869093
L00446,1852444.0019677775,2023-03-19,61.0087620428369
L00260,1313948.9959179307,2023-10-20,79.98949981955447
L00205,122137.99758682893,2024-06-29,79.00484421527702
L00573,557207.0020698714,2024-04-13,45.991463978865795
L00824,892079.9911223971,2023-09-29,58.01821611642347
L00586,399629.001584156,2024-03-02,30.001900802782288
L00366,1004249.9901304485,2023-12-04,99.99427749947513
L00812,383243.00967750425,2024-02-04,90.99011149810231
L00078,152524.00897372086,2023-11-20,119.00892511697027
L00085,1031729.9946910603,2024-06-15,46.00812674766546
L00539,1465498.988178447,2023-08-25,34.013229233279546
L00083,876183.9989600347,2023-08-23,103.98855440872855
L00458,948950.0099724107,2023-05-30,18.99258794304954
L01138,972091.9936342839,2023-08-05,45.99988282171597
L00615,192157.00420789036,2023-08-09,34.002728645412205
L01186,552202.9895628045,2024-04-16,16.990003245691923
L01076,133535.0014418226,2024-04-24,34.997057680160154
L00737,880246.9898582165,2024-02-02,99.00659902222647
L00437,200155.99340980456,2023-08-22,57.01985405842736
L00555,160137.0023141123,2023-08-20,116.0019302356524
L01080,792874.999181549,2023-08-20,29.971595473597834
L01062,336748.01068925415,2023-09-27,53.00608554023305
L00351,1032110.9985094761,2024-03-08,119.00485989073123
L00197,1347714.0074591553,2023-05-01,32.982272409074476
L00465,1679088.9934490449,2023-07-28,13.993801471159333
L00589,1364749.0058045557,2024-05-20,65.00380343855996
